text,label,action,context_features,session_id,turn_number,speaker,content,conversation_type,budget_type,user_profile,expected_action,confidence,metadata
"Context: [user]: What would you recommend for situation? | [assistant]: I'm glad I could help. | Turn 4, Budget: minimal | Current: [user]: Alright",2,drop,"[4.0, 7.0, 1.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 1.0]",casual_chat_9588,4,user,Alright,casual,minimal,"{""expertise"": ""low"", ""domain"": ""general""}",drop,0.7324204821254929,"{""template"": ""casual_chat"", ""turn_ratio"": 0.6666666666666666, ""content_length"": 7}"
"Context: [user]: That's very helpful | [assistant]: That's an important consideration. | Turn 14, Budget: premium | Current: [user]: That's very helpful",0,store,"[14.0, 19.0, 3.0, 0.0, 0.9333333333333333, 1.0, 0.0, 0.0, 0.0, 1.0]",business_consultation_5490,14,user,That's very helpful,business,premium,"{""expertise"": ""high"", ""domain"": ""business""}",store,0.6316493306958906,"{""template"": ""business_consultation"", ""turn_ratio"": 0.8235294117647058, ""content_length"": 19}"
"Context: Start of conversation | Turn 0, Budget: minimal | Current: [user]: Perfect",2,drop,"[0.0, 7.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",casual_chat_8220,0,user,Perfect,casual,minimal,"{""expertise"": ""low"", ""domain"": ""general""}",drop,0.7766102044595288,"{""template"": ""casual_chat"", ""turn_ratio"": 0.0, ""content_length"": 7}"
"Context: Start of conversation | Turn 0, Budget: minimal | Current: [user]: Perfect",2,drop,"[0.0, 7.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",casual_chat_6474,0,user,Perfect,casual,minimal,"{""expertise"": ""low"", ""domain"": ""general""}",drop,0.7143313014127545,"{""template"": ""casual_chat"", ""turn_ratio"": 0.0, ""content_length"": 7}"
"Context: [assistant]: I understand your situation. | [user]: I appreciate your help | Turn 13, Budget: premium | Current: [assistant]: I can help you with that.",0,store,"[13.0, 25.0, 6.0, 1.0, 0.9285714285714286, 1.0, 0.0, 0.0, 0.0, 0.0]",business_consultation_1904,13,assistant,I can help you with that.,business,premium,"{""expertise"": ""high"", ""domain"": ""business""}",store,0.5690365437207908,"{""template"": ""business_consultation"", ""turn_ratio"": 0.7222222222222222, ""content_length"": 25}"
"Context: Start of conversation | Turn 0, Budget: minimal | Current: [user]: I see",2,drop,"[0.0, 5.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",casual_chat_5683,0,user,I see,casual,minimal,"{""expertise"": ""low"", ""domain"": ""general""}",drop,0.6296689798204476,"{""template"": ""casual_chat"", ""turn_ratio"": 0.0, ""content_length"": 5}"
"Context: Start of conversation | Turn 0, Budget: minimal | Current: [user]: Perfect",2,drop,"[0.0, 7.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",casual_chat_7159,0,user,Perfect,casual,minimal,"{""expertise"": ""low"", ""domain"": ""general""}",drop,0.6517423093299649,"{""template"": ""casual_chat"", ""turn_ratio"": 0.0, ""content_length"": 7}"
"Context: [assistant]: Your experience in education sounds fascinating. | [user]: Thanks for the explanation! | Turn 5, Budget: standard | Current: [assistant]: Your interests in machine learning, photography align well with your profession.",0,store,"[5.0, 80.0, 11.0, 1.0, 0.8333333333333334, 0.5, 0.0, 0.0, 0.0, 0.0]",personal_information_sharing_7040,5,assistant,"Your interests in machine learning, photography align well with your profession.",personal,standard,"{""expertise"": ""medium"", ""domain"": ""general""}",store,0.8101459644350295,"{""template"": ""personal_information_sharing"", ""turn_ratio"": 0.7142857142857143, ""content_length"": 80}"
"Context: Start of conversation | Turn 0, Budget: premium | Current: [user]: The documentation says quote but I'm confused about aspect",0,store,"[0.0, 58.0, 9.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]",technical_deep_dive_7259,0,user,The documentation says quote but I'm confused about aspect,technical,premium,"{""expertise"": ""high"", ""domain"": ""engineering""}",store,0.7622076377694371,"{""template"": ""technical_deep_dive"", ""turn_ratio"": 0.0, ""content_length"": 58}"
"Context: [assistant]: That's an important consideration. | [user]: I appreciate your help | Turn 11, Budget: standard | Current: [assistant]: That's an important consideration.",0,store,"[11.0, 34.0, 4.0, 1.0, 0.9166666666666666, 0.5, 0.0, 0.0, 0.0, 1.0]",troubleshooting_session_8676,11,assistant,That's an important consideration.,troubleshooting,standard,"{""expertise"": ""medium"", ""domain"": ""technical""}",store,0.601433459408492,"{""template"": ""troubleshooting_session"", ""turn_ratio"": 0.9166666666666666, ""content_length"": 34}"
"Context: [user]: When I try to action, I get error | [assistant]: I can help you with that. | Turn 2, Budget: standard | Current: [user]: Can you help me understand concept?",0,store,"[2.0, 35.0, 6.0, 0.0, 0.6666666666666666, 0.5, 0.0, 1.0, 0.0, 0.0]",troubleshooting_session_1194,2,user,Can you help me understand concept?,troubleshooting,standard,"{""expertise"": ""medium"", ""domain"": ""technical""}",store,0.6880554558916173,"{""template"": ""troubleshooting_session"", ""turn_ratio"": 0.18181818181818182, ""content_length"": 35}"
"Context: [assistant]: Based on your researcher background, I'd suggest... | [user]: Can you help me understand concept? | Turn 3, Budget: premium | Current: [assistant]: The challenge you're facing with integration complexity is common...",0,store,"[3.0, 68.0, 9.0, 1.0, 0.75, 1.0, 0.0, 0.0, 0.0, 0.0]",technical_deep_dive_7297,3,assistant,The challenge you're facing with integration complexity is common...,technical,premium,"{""expertise"": ""high"", ""domain"": ""engineering""}",store,0.7257770908365334,"{""template"": ""technical_deep_dive"", ""turn_ratio"": 0.21428571428571427, ""content_length"": 68}"
"Context: [assistant]: The challenge you're facing with security concerns is common... | [user]: Can you help me understand concept? | Turn 3, Budget: premium | Current: [assistant]: In the context of healthcare, the key considerations are...",0,store,"[3.0, 59.0, 9.0, 1.0, 0.75, 1.0, 0.0, 0.0, 0.0, 0.0]",technical_deep_dive_7433,3,assistant,"In the context of healthcare, the key considerations are...",technical,premium,"{""expertise"": ""high"", ""domain"": ""engineering""}",store,0.6726542147592386,"{""template"": ""technical_deep_dive"", ""turn_ratio"": 0.3, ""content_length"": 59}"
"Context: Start of conversation | Turn 0, Budget: minimal | Current: [user]: I see",2,drop,"[0.0, 5.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",casual_chat_8511,0,user,I see,casual,minimal,"{""expertise"": ""low"", ""domain"": ""general""}",drop,0.7405646256650678,"{""template"": ""casual_chat"", ""turn_ratio"": 0.0, ""content_length"": 5}"
"Context: [user]: That's very helpful | [assistant]: Your experience in healthcare sounds fascinating. | Turn 6, Budget: standard | Current: [user]: Thanks for the explanation!",0,store,"[6.0, 27.0, 4.0, 0.0, 0.8571428571428571, 0.5, 0.0, 0.0, 0.0, 1.0]",personal_information_sharing_9577,6,user,Thanks for the explanation!,personal,standard,"{""expertise"": ""medium"", ""domain"": ""general""}",store,0.8204867148004228,"{""template"": ""personal_information_sharing"", ""turn_ratio"": 0.75, ""content_length"": 27}"
"Context: [user]: What would you recommend for situation? | [assistant]: You're very welcome! | Turn 4, Budget: minimal | Current: [user]: Alright",2,drop,"[4.0, 7.0, 1.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 1.0]",casual_chat_2626,4,user,Alright,casual,minimal,"{""expertise"": ""low"", ""domain"": ""general""}",drop,0.7229913316164333,"{""template"": ""casual_chat"", ""turn_ratio"": 0.8, ""content_length"": 7}"
"Context: [user]: That's very helpful | [assistant]: Your experience in retail sounds fascinating. | Turn 8, Budget: standard | Current: [user]: Thanks for the explanation!",0,store,"[8.0, 27.0, 4.0, 0.0, 0.8888888888888888, 0.5, 0.0, 0.0, 0.0, 1.0]",personal_information_sharing_2402,8,user,Thanks for the explanation!,personal,standard,"{""expertise"": ""medium"", ""domain"": ""general""}",store,0.7109288079092306,"{""template"": ""personal_information_sharing"", ""turn_ratio"": 0.8, ""content_length"": 27}"
"Context: [user]: What would you recommend for situation? | [assistant]: You're very welcome! | Turn 4, Budget: minimal | Current: [user]: I see",2,drop,"[4.0, 5.0, 2.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 1.0]",casual_chat_6512,4,user,I see,casual,minimal,"{""expertise"": ""low"", ""domain"": ""general""}",drop,0.6940612917441169,"{""template"": ""casual_chat"", ""turn_ratio"": 0.8, ""content_length"": 5}"
"Context: [user]: We're considering strategy to achieve goal | [assistant]: That's an important consideration. | Turn 2, Budget: premium | Current: [user]: I'm particularly interested in aspect",0,store,"[2.0, 37.0, 5.0, 0.0, 0.6666666666666666, 1.0, 0.0, 0.0, 1.0, 0.0]",business_consultation_3591,2,user,I'm particularly interested in aspect,business,premium,"{""expertise"": ""high"", ""domain"": ""business""}",store,0.679037659852294,"{""template"": ""business_consultation"", ""turn_ratio"": 0.16666666666666666, ""content_length"": 37}"
"Context: [assistant]: The challenge you're facing with integration complexity is common... | [user]: I appreciate your help | Turn 13, Budget: premium | Current: [assistant]: The challenge you're facing with integration complexity is common...",0,store,"[13.0, 68.0, 9.0, 1.0, 0.9285714285714286, 1.0, 0.0, 0.0, 0.0, 0.0]",technical_deep_dive_7297,13,assistant,The challenge you're facing with integration complexity is common...,technical,premium,"{""expertise"": ""high"", ""domain"": ""engineering""}",store,0.6743993279172817,"{""template"": ""technical_deep_dive"", ""turn_ratio"": 0.9285714285714286, ""content_length"": 68}"
"Context: Start of conversation | Turn 0, Budget: minimal | Current: [user]: I see",2,drop,"[0.0, 5.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",casual_chat_8287,0,user,I see,casual,minimal,"{""expertise"": ""low"", ""domain"": ""general""}",drop,0.709009899221069,"{""template"": ""casual_chat"", ""turn_ratio"": 0.0, ""content_length"": 5}"
"Context: [user]: I see | Turn 1, Budget: minimal | Current: [assistant]: Feel free to ask if you have more questions.",0,store,"[1.0, 44.0, 9.0, 1.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0]",casual_chat_8287,1,assistant,Feel free to ask if you have more questions.,casual,minimal,"{""expertise"": ""low"", ""domain"": ""general""}",store,0.1557146548485159,"{""template"": ""casual_chat"", ""turn_ratio"": 0.2, ""content_length"": 44}"
"Context: [user]: What would you recommend for situation? | [assistant]: Feel free to ask if you have more questions. | Turn 4, Budget: minimal | Current: [user]: Perfect",2,drop,"[4.0, 7.0, 1.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 1.0]",casual_chat_1945,4,user,Perfect,casual,minimal,"{""expertise"": ""low"", ""domain"": ""general""}",drop,0.6421536237129637,"{""template"": ""casual_chat"", ""turn_ratio"": 0.6666666666666666, ""content_length"": 7}"
"Context: [user]: I appreciate your help | [assistant]: I understand your situation. | Turn 12, Budget: premium | Current: [user]: Thanks for the explanation!",0,store,"[12.0, 27.0, 4.0, 0.0, 0.9230769230769231, 1.0, 0.0, 0.0, 0.0, 1.0]",business_consultation_3370,12,user,Thanks for the explanation!,business,premium,"{""expertise"": ""high"", ""domain"": ""business""}",store,0.6646096807284624,"{""template"": ""business_consultation"", ""turn_ratio"": 0.7058823529411765, ""content_length"": 27}"
"Context: [assistant]: I can help you with that. | [user]: I'm particularly interested in aspect | Turn 3, Budget: standard | Current: [assistant]: I understand your situation.",0,store,"[3.0, 28.0, 4.0, 1.0, 0.75, 0.5, 0.0, 0.0, 0.0, 1.0]",educational_qa_9251,3,assistant,I understand your situation.,educational,standard,"{""expertise"": ""low"", ""domain"": ""learning""}",store,0.6065469866163637,"{""template"": ""educational_qa"", ""turn_ratio"": 0.3, ""content_length"": 28}"
"Context: [assistant]: That's an important consideration. | [user]: I appreciate your help | Turn 9, Budget: premium | Current: [assistant]: I can help you with that.",0,store,"[9.0, 25.0, 6.0, 1.0, 0.9, 1.0, 0.0, 0.0, 0.0, 0.0]",business_consultation_6395,9,assistant,I can help you with that.,business,premium,"{""expertise"": ""high"", ""domain"": ""business""}",store,0.5272657675272628,"{""template"": ""business_consultation"", ""turn_ratio"": 0.5625, ""content_length"": 25}"
"Context: [assistant]: I can help you with that. | [user]: What would you recommend for situation? | Turn 3, Budget: standard | Current: [assistant]: I can help you with that.",0,store,"[3.0, 25.0, 6.0, 1.0, 0.75, 0.5, 0.0, 0.0, 0.0, 0.0]",troubleshooting_session_6233,3,assistant,I can help you with that.,troubleshooting,standard,"{""expertise"": ""medium"", ""domain"": ""technical""}",store,0.600171062180225,"{""template"": ""troubleshooting_session"", ""turn_ratio"": 0.21428571428571427, ""content_length"": 25}"
"Context: [assistant]: Based on your researcher background, I'd suggest... | [user]: Thanks for the explanation! | Turn 7, Budget: premium | Current: [assistant]: In the context of entertainment, the key considerations are...",0,store,"[7.0, 62.0, 9.0, 1.0, 0.875, 1.0, 0.0, 0.0, 0.0, 0.0]",technical_deep_dive_2378,7,assistant,"In the context of entertainment, the key considerations are...",technical,premium,"{""expertise"": ""high"", ""domain"": ""engineering""}",store,0.7135321971414296,"{""template"": ""technical_deep_dive"", ""turn_ratio"": 0.4666666666666667, ""content_length"": 62}"
"Context: [assistant]: I understand your situation. | [user]: Thanks for the explanation! | Turn 5, Budget: standard | Current: [assistant]: I understand your situation.",0,store,"[5.0, 28.0, 4.0, 1.0, 0.8333333333333334, 0.5, 0.0, 0.0, 0.0, 1.0]",educational_qa_9022,5,assistant,I understand your situation.,educational,standard,"{""expertise"": ""low"", ""domain"": ""learning""}",store,0.5915057082750329,"{""template"": ""educational_qa"", ""turn_ratio"": 0.8333333333333334, ""content_length"": 28}"
"Context: Start of conversation | Turn 0, Budget: premium | Current: [user]: The market analysis indicates trend in sector",0,store,"[0.0, 45.0, 7.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",business_consultation_1413,0,user,The market analysis indicates trend in sector,business,premium,"{""expertise"": ""high"", ""domain"": ""business""}",store,0.5311289757999917,"{""template"": ""business_consultation"", ""turn_ratio"": 0.0, ""content_length"": 45}"
"Context: [assistant]: That's an important consideration. | [user]: That's very helpful | Turn 5, Budget: standard | Current: [assistant]: Let me provide some guidance on that.",0,store,"[5.0, 37.0, 7.0, 1.0, 0.8333333333333334, 0.5, 0.0, 0.0, 0.0, 0.0]",educational_qa_7297,5,assistant,Let me provide some guidance on that.,educational,standard,"{""expertise"": ""low"", ""domain"": ""learning""}",store,0.6263178891267959,"{""template"": ""educational_qa"", ""turn_ratio"": 0.625, ""content_length"": 37}"
"Context: [assistant]: That's a great question about blockchain. Let me explain... | [user]: Thanks for the explanation! | Turn 5, Budget: premium | Current: [assistant]: The challenge you're facing with data quality is common...",0,store,"[5.0, 58.0, 9.0, 1.0, 0.8333333333333334, 1.0, 0.0, 0.0, 0.0, 0.0]",technical_deep_dive_5029,5,assistant,The challenge you're facing with data quality is common...,technical,premium,"{""expertise"": ""high"", ""domain"": ""engineering""}",store,0.656029770225667,"{""template"": ""technical_deep_dive"", ""turn_ratio"": 0.3333333333333333, ""content_length"": 58}"
"Context: Start of conversation | Turn 0, Budget: minimal | Current: [user]: Alright",2,drop,"[0.0, 7.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",casual_chat_9588,0,user,Alright,casual,minimal,"{""expertise"": ""low"", ""domain"": ""general""}",drop,0.7415722642664062,"{""template"": ""casual_chat"", ""turn_ratio"": 0.0, ""content_length"": 7}"
"Context: [assistant]: Let me provide some guidance on that. | [user]: That's very helpful | Turn 7, Budget: standard | Current: [assistant]: That's an important consideration.",0,store,"[7.0, 34.0, 4.0, 1.0, 0.875, 0.5, 0.0, 0.0, 0.0, 1.0]",troubleshooting_session_5495,7,assistant,That's an important consideration.,troubleshooting,standard,"{""expertise"": ""medium"", ""domain"": ""technical""}",store,0.6458982200971976,"{""template"": ""troubleshooting_session"", ""turn_ratio"": 0.5, ""content_length"": 34}"
"Context: [assistant]: That's an important consideration. | [user]: Can you help me understand concept? | Turn 3, Budget: premium | Current: [assistant]: I can help you with that.",0,store,"[3.0, 25.0, 6.0, 1.0, 0.75, 1.0, 0.0, 0.0, 0.0, 0.0]",business_consultation_1413,3,assistant,I can help you with that.,business,premium,"{""expertise"": ""high"", ""domain"": ""business""}",store,0.6765232115679751,"{""template"": ""business_consultation"", ""turn_ratio"": 0.3, ""content_length"": 25}"
"Context: [assistant]: I'm doing well, thank you for asking! | [user]: I'm particularly interested in aspect | Turn 3, Budget: minimal | Current: [assistant]: You're very welcome!",0,store,"[3.0, 20.0, 3.0, 1.0, 0.75, 0.0, 0.0, 0.0, 0.0, 1.0]",casual_chat_8278,3,assistant,You're very welcome!,casual,minimal,"{""expertise"": ""low"", ""domain"": ""general""}",store,0.07819102875615298,"{""template"": ""casual_chat"", ""turn_ratio"": 0.6, ""content_length"": 20}"
"Context: [user]: I'm particularly interested in aspect | [assistant]: I can help you with that. | Turn 4, Budget: standard | Current: [user]: That's very helpful",0,store,"[4.0, 19.0, 3.0, 0.0, 0.8, 0.5, 0.0, 0.0, 0.0, 1.0]",troubleshooting_session_5495,4,user,That's very helpful,troubleshooting,standard,"{""expertise"": ""medium"", ""domain"": ""technical""}",store,0.6703612981265552,"{""template"": ""troubleshooting_session"", ""turn_ratio"": 0.2857142857142857, ""content_length"": 19}"
"Context: Start of conversation | Turn 0, Budget: minimal | Current: [user]: I see",2,drop,"[0.0, 5.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",casual_chat_7432,0,user,I see,casual,minimal,"{""expertise"": ""low"", ""domain"": ""general""}",drop,0.7936127058432018,"{""template"": ""casual_chat"", ""turn_ratio"": 0.0, ""content_length"": 5}"
"Context: [assistant]: Let me provide some guidance on that. | [user]: Can you help me understand concept? | Turn 3, Budget: standard | Current: [assistant]: I understand your situation.",0,store,"[3.0, 28.0, 4.0, 1.0, 0.75, 0.5, 0.0, 0.0, 0.0, 1.0]",educational_qa_7682,3,assistant,I understand your situation.,educational,standard,"{""expertise"": ""low"", ""domain"": ""learning""}",store,0.6475683394086191,"{""template"": ""educational_qa"", ""turn_ratio"": 0.375, ""content_length"": 28}"
"Context: [assistant]: Your interests in machine learning, reading align well with your profession. | [user]: Thanks for the explanation! | Turn 5, Budget: standard | Current: [assistant]: Working at StartupCo must be exciting.",0,store,"[5.0, 38.0, 6.0, 1.0, 0.8333333333333334, 0.5, 0.0, 0.0, 0.0, 0.0]",personal_information_sharing_1251,5,assistant,Working at StartupCo must be exciting.,personal,standard,"{""expertise"": ""medium"", ""domain"": ""general""}",store,0.7470507236490713,"{""template"": ""personal_information_sharing"", ""turn_ratio"": 0.5555555555555556, ""content_length"": 38}"
"Context: [user]: What would you recommend for situation? | [assistant]: I'm doing well, thank you for asking! | Turn 4, Budget: minimal | Current: [user]: I see",2,drop,"[4.0, 5.0, 2.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 1.0]",casual_chat_3428,4,user,I see,casual,minimal,"{""expertise"": ""low"", ""domain"": ""general""}",drop,0.6010419462500864,"{""template"": ""casual_chat"", ""turn_ratio"": 0.5714285714285714, ""content_length"": 5}"
"Context: Start of conversation | Turn 0, Budget: standard | Current: [user]: I'm having an issue with system where problem",0,store,"[0.0, 45.0, 8.0, 0.0, 0.0, 0.5, 0.0, 0.0, 1.0, 0.0]",troubleshooting_session_5106,0,user,I'm having an issue with system where problem,troubleshooting,standard,"{""expertise"": ""medium"", ""domain"": ""technical""}",store,0.6981008804222399,"{""template"": ""troubleshooting_session"", ""turn_ratio"": 0.0, ""content_length"": 45}"
"Context: [assistant]: That's an important consideration. | [user]: I'm particularly interested in aspect | Turn 3, Budget: premium | Current: [assistant]: Let me provide some guidance on that.",0,store,"[3.0, 37.0, 7.0, 1.0, 0.75, 1.0, 0.0, 0.0, 0.0, 0.0]",business_consultation_8207,3,assistant,Let me provide some guidance on that.,business,premium,"{""expertise"": ""high"", ""domain"": ""business""}",store,0.6149884787952552,"{""template"": ""business_consultation"", ""turn_ratio"": 0.1875, ""content_length"": 37}"
"Context: Start of conversation | Turn 0, Budget: minimal | Current: [user]: Alright",2,drop,"[0.0, 7.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",casual_chat_2530,0,user,Alright,casual,minimal,"{""expertise"": ""low"", ""domain"": ""general""}",drop,0.7567746378641863,"{""template"": ""casual_chat"", ""turn_ratio"": 0.0, ""content_length"": 7}"
